11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.62;47.08;13.22;69.99;20.82;32.70;29.50;59.70;19.50;4.70;10.25;3.08;3.91;55.32;9.64;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.23;47.49;14.22;71.94;22.85;33.72;32.56;60.72;19.89;5.72;11.25;3.49;4.30;57.35;10.64;
10.99;47.32;13.82;71.16;22.04;33.31;31.34;60.31;19.73;5.31;10.85;3.32;4.14;56.54;10.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.87;47.24;13.62;70.77;21.63;33.11;30.73;60.11;19.65;5.11;10.65;3.24;4.06;56.13;10.04;
11.23;47.49;14.22;71.94;22.85;33.72;32.56;60.72;19.89;5.72;11.25;3.49;4.30;57.35;10.64;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.99;47.32;13.82;71.16;22.04;33.31;31.34;60.31;19.73;5.31;10.85;3.32;4.14;56.54;10.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.99;47.32;13.82;71.16;22.04;33.31;31.34;60.31;19.73;5.31;10.85;3.32;4.14;56.54;10.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.87;47.24;13.62;70.77;21.63;33.11;30.73;60.11;19.65;5.11;10.65;3.24;4.06;56.13;10.04;
10.99;47.32;13.82;71.16;22.04;33.31;31.34;60.31;19.73;5.31;10.85;3.32;4.14;56.54;10.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.87;47.24;13.62;70.77;21.63;33.11;30.73;60.11;19.65;5.11;10.65;3.24;4.06;56.13;10.04;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
11.60;47.73;14.82;73.11;24.07;34.33;34.39;61.33;20.12;6.33;11.85;3.73;4.53;58.57;11.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.87;47.24;13.62;70.77;21.63;33.11;30.73;60.11;19.65;5.11;10.65;3.24;4.06;56.13;10.04;
11.60;47.73;14.82;73.11;24.07;34.33;34.39;61.33;20.12;6.33;11.85;3.73;4.53;58.57;11.24;
11.11;47.41;14.02;71.55;22.44;33.52;31.95;60.52;19.81;5.52;11.05;3.41;4.22;56.94;10.44;
10.99;47.32;13.82;71.16;22.04;33.31;31.34;60.31;19.73;5.31;10.85;3.32;4.14;56.54;10.24;
10.87;47.24;13.62;70.77;21.63;33.11;30.73;60.11;19.65;5.11;10.65;3.24;4.06;56.13;10.04;
